trip_id	trajet	duree	gare_a	gare_b	gare_a_city	gare_b_city	gare_a_matched	gare_b_matched
OCESN847933F2102141026	Gare de Paris Gare du Nord - Gare de Tergnier	88	Paris Gare du Nord	Tergnier	PARIS	TERGNIER	1	1
OCESN847947F0200241054	Gare de Creil - Gare de St Quentin	104	Creil	St Quentin	CREIL	ST QUENTIN	1	0
OCESN848348F0100141087	Gare de Abbeville - Gare de Albert	80	Abbeville	Albert	ABBEVILLE	ALBERT	1	1
OCESN848410F0300341123	Gare de Amiens - Gare de Compiègne	60	Amiens	Compiègne	DREUIL-LÈS-AMIENS	MARGNY-LÈS-COMPIÈGNE	1	1
OCESN848501F0200241178	Gare de Paris Gare du Nord - Gare de St-Just-SNCF	64	Paris Gare du Nord	St-Just-SNCF	PARIS	ST-JUST-SNCF	1	0
OCESN848527F0400441270	Gare de Clermont-de-l'Oise - Gare de Paris Gare du Nord	50	Clermont-de-l'Oise	Paris Gare du Nord	CLERMONT	PARIS	1	1
OCESN848601F0600641435	Gare de Amiens - Gare de Laon	84	Amiens	Laon	DREUIL-LÈS-AMIENS	CHIVRES-EN-LAONNOIS	1	1
OCESN848603F0200241437	Gare de Laon - Gare de Tergnier	26	Laon	Tergnier	CHIVRES-EN-LAONNOIS	TERGNIER	1	1
OCESN848904F0700741615	Gare de Lille Flandres - Gare de Rouen-Rive-Droite	168	Lille Flandres	Rouen-Rive-Droite	LILLE	ROUEN	1	1
OCESN848979F0100141662	Gare de Abancourt - Gare de Amiens	35	Abancourt	Amiens	ABANCOURT	DREUIL-LÈS-AMIENS	1	1
OCESN849300F0400441671	Gare de Aulnoye Aymeries - Gare de Laon	111	Aulnoye Aymeries	Laon	AULNOYE-AYMERIES	CHIVRES-EN-LAONNOIS	1	1
OCESN849900F0800841766	Gare de Laon - Gare de Paris Gare du Nord	90	Laon	Paris Gare du Nord	CHIVRES-EN-LAONNOIS	PARIS	1	1
OCESN849901F0300341767	Gare de Crépy-en-Valois - Gare de Laon	69	Crépy-en-Valois	Laon	CREPY-EN-VALOIS	CHIVRES-EN-LAONNOIS	1	1
OCESN850016F0200241928	Gare de Paris-St-Lazare - Gare de Vernon-Giverny	60	Paris-St-Lazare	Vernon-Giverny	PARIS	VERNON	1	1
OCESN850021F0200241936	Gare de Oissel - Gare de Paris-St-Lazare	94	Oissel	Paris-St-Lazare	OISSEL	PARIS	1	1
OCESN850032F0200241937	Gare de Mantes-la-Jolie - Gare de Vernon-Giverny	17	Mantes-la-Jolie	Vernon-Giverny	MANTES-LA-VILLE	VERNON	1	1
OCESN850200F0100141957	Gare de Le Havre - Gare de Montivilliers	15	Le Havre	Montivilliers	HAVRE (LE )	MONTIVILLIERS	1	1
OCESN850250F0200241998	Gare de Le Havre - Gare de Rolleville	26	Le Havre	Rolleville	HAVRE (LE )	ROLLEVILLE	1	1
OCESN850302F0100142015	Gare de Fécamp - Gare de Le Havre	46	Fécamp	Le Havre	FECAMP	HAVRE (LE )	1	1
OCESN850400F0100142047	Gare de Le Havre - Gare de Rouen-Rive-Droite	61	Le Havre	Rouen-Rive-Droite	HAVRE (LE )	ROUEN	1	1
OCESN850600F0100142071	Gare de Elbeuf-St-Aubin - Gare de Yvetot	63	Elbeuf-St-Aubin	Yvetot	SAINT-AUBIN-LES-ELBEUF	YVETOT	1	1
OCESN850670F0200242112	Gare de Rouen-Rive-Droite - Gare de Yvetot	34	Rouen-Rive-Droite	Yvetot	ROUEN	YVETOT	1	1
OCESN851001F0100142116	Gare de Evreux - Normandie - Gare de Paris-St-Lazare	69	Evreux	Paris-St-Lazare	LE VIEIL-ÉVREUX	PARIS	1	1
OCESN851020F0100142181	Gare de Paris-St-Lazare - Gare de Serquigny	105	Paris-St-Lazare	Serquigny	PARIS	SERQUIGNY	1	1
OCESN851072F0100142240	Gare de Bueil - Gare de Mantes-la-Jolie	15	Bueil	Mantes-la-Jolie	BUEIL	MANTES-LA-VILLE	1	1
OCESN851700F0100142346	Gare de Dieppe - Gare de Rouen-Rive-Droite	63	Dieppe	Rouen-Rive-Droite	DIEPPE	ROUEN	1	1
OCESN852313F0100142557	Gare de Evreux - Normandie - Gare de Lisieux	52	Evreux	Lisieux	LE VIEIL-ÉVREUX	LISIEUX	1	1
OCESN852331F0400442564	Gare de Caen - Gare de Lisieux	33	Caen	Lisieux	CAEN	LISIEUX	1	1
OCESN852610F0100142760	Gare de Caen - Gare de Coutances	75	Caen	Coutances	CAEN	COUTANCES	1	1
OCESN852712F0300342815	Gare de Caen - Gare de St-Lô	51	Caen	St-Lô	CAEN	SAINT-LOUIS	1	1
OCESN852808F0500542822	Gare de Caen - Gare de Dol	167	Caen	Dol	CAEN	CHÂTENOIS	1	1
OCESN852826F0200242830	Gare de Dol - Gare de Granville	59	Dol	Granville	CHÂTENOIS	GRANVILLE	1	1
OCESN853016F0400442857	Gare de Argentan - Gare de Granville	83	Argentan	Granville	MOULINS-SUR-ORNE	GRANVILLE	1	1
OCESN853412F0200242859	Gare de Caen - Gare de Granville	103	Caen	Granville	CAEN	GRANVILLE	1	1
OCESN853602F0200242937	Gare de Alençon - Gare de Caen	71	Alençon	Caen	ALENCON	CAEN	1	1
OCESN853707F0400442957	Gare de Argentan - Gare de Caen	40	Argentan	Caen	MOULINS-SUR-ORNE	CAEN	1	1
OCESN854007F0300342962	Gare de Rennes - Gare de Retiers	42	Rennes	Retiers	RENNES	RETIERS	1	1
OCESN854008F0300342963	Gare de Janzé - Gare de Rennes	36	Janzé	Rennes	JANZÉ	RENNES	1	1
OCESN854197F0400442993	Gare de Dol - Gare de Rennes	33	Dol	Rennes	CHÂTENOIS	RENNES	1	1
OCESN854207F0500542994	Gare de Montreuil-sur-Ille - Gare de Rennes	30	Montreuil-sur-Ille	Rennes	MONTREUIL-SUR-ILLE	RENNES	1	1
OCESN854300F0400443020	Gare de Rennes - Gare de St-Malo	55	Rennes	St-Malo	RENNES	SAINT-MALO	1	1
OCESN854610F0200243101	Gare de Lannion - Gare de Plouaret-Trégor	16	Lannion	Plouaret-Trégor	LANNION	PLOUARET	1	1
OCESN855303F0200243328	Gare de Callac - Gare de Carhaix	26	Callac	Carhaix	CALLAC	CARHAIX-PLOUGUER	1	1
OCESN855347F0200243349	Gare de Callac - Gare de Guingamp	41	Callac	Guingamp	CALLAC	GUINGAMP	1	1
OCESN855402F0200243370	Gare de Guingamp - Gare de Paimpol	47	Guingamp	Paimpol	GUINGAMP	PAIMPOL	1	1
OCESN855504F0200243397	Gare de La Brohinière - Gare de Rennes	32	La Brohinière	Rennes	MONTAUBAN-DE-BRETAGNE	RENNES	1	1
OCESN855781F0200243600	Gare de Brest - Gare de Lannion	91	Brest	Lannion	BREST	LANNION	1	1
OCESN855806F0400443615	Gare de Brest - Gare de Rennes	139	Brest	Rennes	BREST	RENNES	1	1
OCESN856595F0400443896	Gare de Quimper - Gare de Vannes	86	Quimper	Vannes	QUIMPERLE	VANNES	1	1
OCESN856608F0200243897	Gare de Quimper - Gare de Rennes	141	Quimper	Rennes	QUIMPERLE	RENNES	1	1
OCESN857051F0200243996	Gare de Château-du-Loir - Gare de Le Mans	50	Château-du-Loir	Le Mans	CHÂTEAU-DU-LOIR	MANS (LE )	1	1
OCESN857150F0200244042	Gare de Alençon - Gare de Le Mans	53	Alençon	Le Mans	ALENCON	MANS (LE )	1	1
OCESN857233F0400444058	Gare de Alençon - Gare de Tours	145	Alençon	Tours	ALENCON	JOUE-LES-TOURS	1	1
OCESN857274F0200244064	Gare de Alençon - Gare de Château-du-Loir	106	Alençon	Château-du-Loir	ALENCON	CHÂTEAU-DU-LOIR	1	1
OCESN857301F0500544067	Gare de Le Mans - Gare de Nantes	94	Le Mans	Nantes	MANS (LE )	NANTES	1	1
OCESN857301F0700744068	Gare de Angers-St-Laud - Gare de Nantes	43	Angers-St-Laud	Nantes	ANGERS	NANTES	1	1
OCESN857375F0400444145	Gare de Le Croisic - Gare de Le Mans	177	Le Croisic	Le Mans	LE CROISIC	MANS (LE )	1	1
OCESN857404F0200244151	Gare de Angers-St-Laud - Gare de Le Mans	66	Angers-St-Laud	Le Mans	ANGERS	MANS (LE )	1	1
OCESN857446F0100144211	Gare de Le Mans - Gare de Sablé-sur-Sarthe	22	Le Mans	Sablé-sur-Sarthe	MANS (LE )	SABLE-SUR-SARTHE	1	1
OCESN857653F0200244305	Gare de Laval - Gare de Rennes	55	Laval	Rennes	LAVAL-DE-CÈRE	RENNES	1	1
OCESN857690F0200244322	Gare de Le Mans - Gare de Rennes	103	Le Mans	Rennes	MANS (LE )	RENNES	1	1
OCESN857704F0800844332	Gare de Laval - Gare de Nantes	101	Laval	Nantes	LAVAL-DE-CÈRE	NANTES	1	1
OCESN857773F0800844388	Gare de Le Croisic - Gare de Rennes	222	Le Croisic	Rennes	LE CROISIC	RENNES	1	1
OCESN858003F0200244403	Gare de Nantes - Gare de St-Nazaire	51	Nantes	St-Nazaire	NANTES	SAINT-NAZAIRE	1	1
OCESN858050F0200244427	Gare de Le Croisic - Gare de Nantes	74	Le Croisic	Nantes	LE CROISIC	NANTES	1	1
OCESN858202F0400444476	Gare de Nantes - Gare de Redon	58	Nantes	Redon	NANTES	ENSUÈS-LA-REDONNE	1	1
OCESN858244F0200244510	Gare de Nantes - Gare de Quimper	174	Nantes	Quimper	NANTES	QUIMPERLE	1	1
OCESN858284F0200244568	Gare de Brest - Gare de Nantes	203	Brest	Nantes	BREST	NANTES	1	1
OCESN858402F0200244643	Gare de Nantes - Gare de Savenay	34	Nantes	Savenay	NANTES	SAVENAY	1	1
OCESN858703F0300344670	Gare de Nantes - Gare de Saumur	86	Nantes	Saumur	NANTES	SAUMUR	1	1
OCESN858798F0200244675	Gare de Cholet - Gare de Saumur	85	Cholet	Saumur	CHOLET	SAUMUR	1	1
OCESN858800F0500544676	Gare de La Roche-sur-Yon - Gare de Nantes	55	La Roche-sur-Yon	Nantes	ROCHE-SUR-YON (LA )	NANTES	1	1
OCESN858850F0700744697	Gare de Les Sables-d'Olonne - Gare de Nantes	87	Les Sables-d'Olonne	Nantes	SABLES-D'OLONNE (LES)	NANTES	1	1
OCESN859070F0200244785	Gare de Chantonnay - Gare de La Roche-sur-Yon	31	Chantonnay	La Roche-sur-Yon	CHANTONNAY	ROCHE-SUR-YON (LA )	1	1
OCESN859083F0200244796	Gare de Les Sables-d'Olonne - Gare de Saumur	158	Les Sables-d'Olonne	Saumur	SABLES-D'OLONNE (LES)	SAUMUR	1	1
OCESN859198F0100144855	Gare de Nantes - Gare de Ste-Pazanne	32	Nantes	Ste-Pazanne	NANTES	SAINTE-PAZANNE	1	1
OCESN859252F0200244877	Gare de Nantes - Gare de Pornic	60	Nantes	Pornic	NANTES	PORNICHET	1	1
OCESN859405F0300344948	Gare de Ancenis - Gare de Nantes	28	Ancenis	Nantes	ANCENIS	NANTES	1	1
OCESN859500F0200244971	Gare de Nantes - Gare de Sucé-Sur-Erdre	27	Nantes	Sucé-Sur-Erdre	NANTES	SUCÉ-SUR-ERDRE	1	0
OCESN859501F0200244972	Gare de Nantes - Gare de Nort-sur-Erdre	40	Nantes	Nort-sur-Erdre	NANTES	NORT-SUR-ERDRE	1	1
OCESN859600F0200245047	Gare de Châteaubriant-TT - Gare de Nantes	67	Châteaubriant Tram-Train	Nantes	CHATEAUBRIANT	NANTES	1	1
OCESN859745F0100145095	Gare de Clisson - Gare de Nantes	29	Clisson	Nantes	CLISSON	NANTES	1	1
OCESN860001F0300345164	Gare de Nantes - Gare de Orléans	170	Nantes	Orléans	NANTES	ROUEN	1	1
OCESN860003F1301345174	Gare de Le Croisic - Gare de Orléans	258	Le Croisic	Orléans	LE CROISIC	ROUEN	1	1
OCESN860003F2102145170	Gare de Le Croisic - Gare de Tours	190	Le Croisic	Tours	LE CROISIC	JOUE-LES-TOURS	1	1
OCESN860013F0800845188	Gare de Nantes - Gare de Tours	93	Nantes	Tours	NANTES	JOUE-LES-TOURS	1	1
OCESN860109F0200245198	Gare de Angers-St-Laud - Gare de Tours	78	Angers-St-Laud	Tours	ANGERS	JOUE-LES-TOURS	1	1
OCESN860129F0200245215	Gare de Saumur - Gare de Tours	51	Saumur	Tours	SAUMUR	JOUE-LES-TOURS	1	1
OCESN860158F0100145225	Gare de Thouars - Gare de Tours	78	Thouars	Tours	THOUARS	JOUE-LES-TOURS	1	1
OCESN860171F0100145235	Gare de Bressuire - Gare de Tours	103	Bressuire	Tours	BRESSUIRE	JOUE-LES-TOURS	1	1
OCESN860190F0200245245	Gare de Angers-St-Laud - Gare de Thouars	68	Angers-St-Laud	Thouars	ANGERS	THOUARS	1	1
OCESN860252F0400445259	Gare de Blois-Chambord - Gare de Orléans	49	Blois-Chambord	Orléans	BLOIS	ROUEN	1	1
OCESN860297F0100145275	Gare de Orléans - Gare de St-Pierre-des-Corps	58	Orléans	St-Pierre-des-Corps	ROUEN	SAINT-PIERRE-DES-CORPS	1	1
OCESN860366F0300345299	Gare de Reignac - Gare de Tours	45	Reignac	Tours	REIGNAC-SUR-INDRE	JOUE-LES-TOURS	1	1
OCESN860600F0200245368	Gare de Paris-Austerlitz - Gare de Vendôme	139	Paris-Austerlitz	Vendôme	PARIS	VILLIERS-SUR-LOIR	1	1
OCESN860604F0200245369	Gare de Châteaudun - Gare de Paris-Austerlitz	95	Châteaudun	Paris-Austerlitz	CHATEAUDUN	PARIS	1	1
OCESN860610F0500545374	Gare de Châteaudun - Gare de Paris-Gare-de-Lyon	97	Châteaudun	Paris-Gare-de-Lyon	CHATEAUDUN	PARIS	1	1
OCESN860611F0700745377	Gare de Paris-Gare-de-Lyon - Gare de Vendôme	132	Paris-Gare-de-Lyon	Vendôme	PARIS	VILLIERS-SUR-LOIR	1	1
OCESN860616F0600645387	Gare de Paris-Bercy - Gare de Vendôme	149	Paris-Bercy	Vendôme	PARIS	VILLIERS-SUR-LOIR	1	1
OCESN860632F0200245401	Gare de Châteaudun - Gare de Voves	21	Châteaudun	Voves	CHATEAUDUN	VOVES	1	1
OCESN860653F0200245410	Gare de Tours - Gare de Voves	137	Tours	Voves	JOUE-LES-TOURS	VOVES	1	1
OCESN860701F0200245425	Gare de Bléré-la-Croix - Gare de Tours	28	Bléré-la-Croix	Tours	LA CROIX-EN-TOURAINE	JOUE-LES-TOURS	1	1
OCESN860716F0400445435	Gare de St-Aignan-Noyers - Gare de Tours	57	St-Aignan-Noyers	Tours	NOYERS-SUR-CHER	JOUE-LES-TOURS	1	1
OCESN860733F0600645446	Gare de Tours - Gare de Vierzon	87	Tours	Vierzon	JOUE-LES-TOURS	VIERZON	1	1
OCESN860800F0300345460	Gare de Bourges - Gare de Tours	110	Bourges	Tours	BOURGES	JOUE-LES-TOURS	1	1
OCESN860840F0400445478	Gare de Nevers - Gare de Tours	146	Nevers	Tours	NEVERS	JOUE-LES-TOURS	1	1
OCESN860988F0100145504	Gare de Saumur - Gare de Thouars	30	Saumur	Thouars	SAUMUR	THOUARS	1	1
OCESN861111F0500545516	Gare de Montluçon-Ville - Gare de Vallon-en-Sully	31	Montluçon-Ville	Vallon-en-Sully	MONTLUCON	VALLON-EN-SULLY	1	0
OCESN861112F0500545519	Gare de Commentry - Gare de Vallon-en-Sully	47	Commentry	Vallon-en-Sully	COMMENTRY	VALLON-EN-SULLY	1	0
OCESN861112F0600645518	Gare de Commentry - Gare de St-Amand-Montrond-Orval	98	Commentry	St-Amand-Montrond-Orval	COMMENTRY	ORVAL	1	1
OCESN861116F0500545525	Gare de Bourges - Gare de Commentry	121	Bourges	Commentry	BOURGES	COMMENTRY	1	1
OCESN861290F0200245558	Gare de Salbris - Gare de Valençay	87	Salbris	Valençay	SALBRIS	VALENÇAY	1	1
OCESN861302F0200245560	Gare de Bourges - Gare de Orléans	73	Bourges	Orléans	BOURGES	ROUEN	1	1
OCESN861304F0400445562	Gare de Orléans - Gare de Vierzon	51	Orléans	Vierzon	ROUEN	VIERZON	1	1
OCESN861363F0800845597	Gare de Nevers - Gare de Orléans	132	Nevers	Orléans	NEVERS	ROUEN	1	1
OCESN861391F1701745615	Gare de Nevers - Gare de Vierzon	69	Nevers	Vierzon	NEVERS	VIERZON	1	1
OCESN861404F0500545624	Gare de Argenton-sur-Creuse - Gare de Orléans	117	Argenton-sur-Creuse	Orléans	ARGENTON-SUR-CREUSE	ROUEN	1	1
OCESN861410F0700745625	Gare de Châteauroux - Gare de Orléans	95	Châteauroux	Orléans	CHATEAUROUX	ROUEN	1	1
OCESN861430F0100145665	Gare de Limoges-Bénédictins - Gare de Orléans	203	Limoges-Bénédictins	Orléans	LIMOGES	ROUEN	1	1
OCESN861452F0100145681	Gare de Limoges-Bénédictins - Gare de Vierzon	129	Limoges-Bénédictins	Vierzon	LIMOGES	VIERZON	1	1
OCESN861464F0800845697	Gare de Argenton-sur-Creuse - Gare de Limoges-Bénédictins	74	Argenton-sur-Creuse	Limoges-Bénédictins	ARGENTON-SUR-CREUSE	LIMOGES	1	1
OCESN862303F0200245752	Gare de Chartres - Gare de Voves	23	Chartres	Voves	CHARTRES	VOVES	1	1
OCESN862531F0300345943	Gare de Angers-St-Laud - Gare de Chartres	163	Angers-St-Laud	Chartres	ANGERS	CHARTRES	1	1
OCESN863031F0200245966	Gare de Poitiers - Gare de Tours	74	Poitiers	Tours	POITIERS	JOUE-LES-TOURS	1	1
OCESN863442F0100146049	Gare de Niort - Gare de Poitiers	59	Niort	Poitiers	BEAUVOIR-SUR-NIORT	POITIERS	1	1
OCESN863442F0200246048	Gare de La Rochelle-Ville - Gare de Poitiers	100	La Rochelle-Ville	Poitiers	ROCHELLE (LA )	POITIERS	1	1
OCESN863466F0100146088	Gare de La Rochelle-Ville - Gare de Niort	44	La Rochelle-Ville	Niort	ROCHELLE (LA )	BEAUVOIR-SUR-NIORT	1	1
OCESN863720F0200246099	Gare de La Roche-sur-Yon - Gare de Tours	199	La Roche-sur-Yon	Tours	ROCHE-SUR-YON (LA )	JOUE-LES-TOURS	1	1
OCESN864000F0100146109	Gare de La Rochelle-Ville - Gare de Rochefort	30	La Rochelle-Ville	Rochefort	ROCHELLE (LA )	SAINT-BONNET-DE-ROCHEFORT	1	1
OCESN864200F0200246146	Gare de Bordeaux-St-Jean - Gare de Saintes	99	Bordeaux-St-Jean	Saintes	BORDEAUX	SAINTES	1	1
OCESN864322F0100146152	Gare de Royan - Gare de Saintes	26	Royan	Saintes	ROYAN	SAINTES	1	1
OCESN864622F0100146207	Gare de Angoulême - Gare de La-Rochelle-Pt-Dauphine	138	Angoulême	La-Rochelle-Porte-Dauphine	ANGOULEME	LA-ROCHELLE-PORTE-DAUPHINE	1	0
OCESN864623F0300346208	Gare de Angoulême - Gare de La Rochelle-Ville	126	Angoulême	La Rochelle-Ville	ANGOULEME	ROCHELLE (LA )	1	1
OCESN864800F0200246244	Gare de Bordeaux-St-Jean - Gare de La-Rochelle-Pt-Dauphine	164	Bordeaux-St-Jean	La-Rochelle-Porte-Dauphine	BORDEAUX	LA-ROCHELLE-PORTE-DAUPHINE	1	0
OCESN864801F0100146250	Gare de Bordeaux-St-Jean - Gare de La Rochelle-Ville	162	Bordeaux-St-Jean	La Rochelle-Ville	BORDEAUX	ROCHELLE (LA )	1	1
OCESN865010F0400446288	Gare de Angoulême - Gare de Bordeaux-St-Jean	89	Angoulême	Bordeaux-St-Jean	ANGOULEME	BORDEAUX	1	1
OCESN865040F0400446302	Gare de Bordeaux-St-Jean - Gare de Libourne	35	Bordeaux-St-Jean	Libourne	BORDEAUX	LIBOURNE	1	1
OCESN865060F0300346320	Gare de Angoulême - Gare de Coutras	55	Angoulême	Coutras	ANGOULEME	COUTRAS	1	1
OCESN865071F0400446323	Gare de Bordeaux-St-Jean - Gare de Coutras	47	Bordeaux-St-Jean	Coutras	BORDEAUX	COUTRAS	1	1
OCESN865101F0100146345	Gare de Bordeaux-St-Jean - Gare de St-Mariens-St-Yzan	43	Bordeaux-St-Jean	St-Mariens-St-Yzan	BORDEAUX	SAINT-YZAN-DE-SOUDIAC	1	1
OCESN865202F0100146375	Gare de Bordeaux-St-Jean - Gare de Brive-la-Gaillarde	143	Bordeaux-St-Jean	Brive-la-Gaillarde	BORDEAUX	BRIVE-LA-GAILLARDE	1	1
OCESN865202F0400446374	Gare de Bordeaux-St-Jean - Gare de Périgueux	82	Bordeaux-St-Jean	Périgueux	BORDEAUX	PERIGUEUX	1	1
OCESN865202F0600646373	Gare de Bordeaux-St-Jean - Gare de Condat-le-Lardin	121	Bordeaux-St-Jean	Condat-le-Lardin	BORDEAUX	LE LARDIN-SAINT-LAZARE	1	1
OCESN865250F0300346387	Gare de Bordeaux-St-Jean - Gare de Tulle	193	Bordeaux-St-Jean	Tulle	BORDEAUX	TULLE	1	1
OCESN865411F0300346422	Gare de Condat-le-Lardin - Gare de Périgueux	34	Condat-le-Lardin	Périgueux	LE LARDIN-SAINT-LAZARE	PERIGUEUX	1	1
OCESN865450F0200246451	Gare de Mussidan - Gare de Périgueux	30	Mussidan	Périgueux	MUSSIDAN	PERIGUEUX	1	1
OCESN865550F0200246458	Gare de Bordeaux-St-Jean - Gare de Limoges-Bénédictins	145	Bordeaux-St-Jean	Limoges-Bénédictins	BORDEAUX	LIMOGES	1	1
OCESN865601F0200246483	Gare de Bergerac - Gare de Bordeaux-St-Jean	76	Bergerac	Bordeaux-St-Jean	BERGERAC	BORDEAUX	1	1
OCESN865702F0100146517	Gare de Bordeaux-St-Jean - Gare de Sarlat	144	Bordeaux-St-Jean	Sarlat	BORDEAUX	SARLAT-LA-CANEDA	1	1
OCESN865706F0400446519	Gare de Bordeaux-St-Jean - Gare de Le Buisson	110	Bordeaux-St-Jean	Le Buisson	BORDEAUX	LE BUISSON-DE-CADOUIN	1	1
OCESN865800F0100146551	Gare de Le Buisson - Gare de Périgueux	53	Le Buisson	Périgueux	LE BUISSON-DE-CADOUIN	PERIGUEUX	1	1
OCESN865818F0100146562	Gare de Agen - Gare de Limoges-Bénédictins	216	Agen	Limoges-Bénédictins	AGEN	LIMOGES	1	1
OCESN865820F0200246565	Gare de Monsempron-Libos - Gare de Périgueux	104	Monsempron-Libos	Périgueux	MONSEMPRON-LIBOS	PERIGUEUX	1	1
OCESN866021F0500546607	Gare de Bordeaux-St-Jean - Gare de Morcenx	60	Bordeaux-St-Jean	Morcenx	BORDEAUX	MORCENX	1	1
OCESN866102F0300346631	Gare de Bordeaux-St-Jean - Gare de Pauillac	59	Bordeaux-St-Jean	Pauillac	BORDEAUX	PAUILLAC	1	1
OCESN866104F0300346633	Gare de Lesparre - Gare de Pessac	72	Lesparre	Pessac	LESPARRE-MÉDOC	PESSAC	1	1
OCESN866171F0200246664	Gare de Bordeaux-St-Jean - Gare de Macau	41	Bordeaux-St-Jean	Macau	BORDEAUX	MACAU	1	1
OCESN866173F0200246665	Gare de Macau - Gare de Pessac	34	Macau	Pessac	MACAU	PESSAC	1	1
OCESN866300F0200246689	Gare de Arcachon - Gare de Bordeaux-St-Jean	52	Arcachon	Bordeaux-St-Jean	ARCACHON	BORDEAUX	1	1
OCESN866323F0700746709	Gare de Biganos-Facture - Gare de Bordeaux-St-Jean	29	Facture-Biganos	Bordeaux-St-Jean	BIGANOS	BORDEAUX	1	1
OCESN866411F0400446745	Gare de Bordeaux-St-Jean - Gare de Hendaye	178	Bordeaux-St-Jean	Hendaye	BORDEAUX	HENDAYE	1	1
OCESN866506F0200246772	Gare de Bayonne - Gare de Dax	44	Bayonne	Dax	BAYONNE	SAINT-PAUL-LES-DAX	1	1
OCESN866516F0300346778	Gare de Bayonne - Gare de Hendaye	37	Bayonne	Hendaye	BAYONNE	HENDAYE	1	1
OCESN866832F0200246845	Gare de Agen - Gare de Marmande	36	Agen	Marmande	AGEN	MARMANDE	1	1
OCESN866860F0300346854	Gare de Bordeaux-St-Jean - Gare de Marmande	67	Bordeaux-St-Jean	Marmande	BORDEAUX	MARMANDE	1	1
OCESN866882F0300346861	Gare de Agen - Gare de Langon	69	Agen	Langon	AGEN	LANGON	1	1
OCESN867002F0400446865	Gare de Bayonne - Gare de Tarbes	145	Bayonne	Tarbes	BAYONNE	TARBES	1	1
OCESN867168F0100146889	Gare de Bordeaux-St-Jean - Gare de Pau	132	Bordeaux-St-Jean	Pau	BORDEAUX	DAMIATTE	1	1
OCESN867180F0300346891	Gare de Bordeaux-St-Jean - Gare de Tarbes	188	Bordeaux-St-Jean	Tarbes	BORDEAUX	TARBES	1	1
OCESN867212F0300346894	Gare de Bordeaux-St-Jean - Gare de Lourdes	174	Bordeaux-St-Jean	Lourdes	BORDEAUX	LOURDES	1	1
OCESN868003F0500546986	Gare de Le Dorat - Gare de Poitiers	60	Le Dorat	Poitiers	LE DORAT	POITIERS	1	1
OCESN868101F0100147043	Gare de Limoges-Bénédictins - Gare de St-Junien	38	Limoges-Bénédictins	St-Junien	LIMOGES	SAINT-JUNIEN	1	1
OCESN868301F0100147111	Gare de Limoges-Bénédictins - Gare de St-Yrieix-la-Perche	39	Limoges-Bénédictins	St-Yrieix-la-Perche	LIMOGES	ST-YRIEIX-LA-PERCHE	1	0
OCESN868650F0100147258	Gare de Eymoutiers-Vassiviere - Gare de Limoges-Bénédictins	45	Eymoutiers-Vassiviere	Limoges-Bénédictins	EYMOUTIERS	LIMOGES	1	1
OCESN868701F0100147264	Gare de Limoges-Bénédictins - Gare de Montluçon-Ville	131	Limoges-Bénédictins	Montluçon-Ville	LIMOGES	MONTLUCON	1	1
OCESN868710F0100147271	Gare de Felletin-Gare - Gare de Guéret	52	Felletin	Guéret	FELLETIN	GUERET	1	1
OCESN868800F0200247299	Gare de Bordeaux-St-Jean - Gare de Montluçon-Ville	259	Bordeaux-St-Jean	Montluçon-Ville	BORDEAUX	MONTLUCON	1	1
OCESN868800F0700747298	Gare de Bordeaux-St-Jean - Gare de Guéret	208	Bordeaux-St-Jean	Guéret	BORDEAUX	GUERET	1	1
OCESN868812F0100147316	Gare de Bordeaux-St-Jean - Gare de Ussel	262	Bordeaux-St-Jean	Ussel	BORDEAUX	USSEL	1	1
OCESN868819F0100147320	Gare de Périgueux - Gare de Ussel	169	Périgueux	Ussel	PERIGUEUX	USSEL	1	1
OCESN869001F1001047334	Gare de La Souterraine - Gare de Limoges-Bénédictins	47	La Souterraine	Limoges-Bénédictins	LA SOUTERRAINE	LIMOGES	1	1
OCESN869010F0100147342	Gare de Châteauroux - Gare de Limoges-Bénédictins	86	Châteauroux	Limoges-Bénédictins	CHATEAUROUX	LIMOGES	1	1
OCESN870000F0200247406	Gare de Rodez - Gare de Toulouse-Matabiau	137	Rodez	Toulouse-Matabiau	RODEZ	TOULOUSE	1	1
OCESN870003F0700747411	Gare de Carmaux - Gare de Toulouse-Matabiau	76	Carmaux	Toulouse-Matabiau	CARMAUX	TOULOUSE	1	1
OCESN870150F0900947472	Gare de Brive-la-Gaillarde - Gare de Rodez	145	Brive-la-Gaillarde	Rodez	BRIVE-LA-GAILLARDE	RODEZ	1	1
OCESN870321F0400447545	Gare de Colomiers - Gare de Toulouse-Matabiau	22	Colomiers	Toulouse-Matabiau	COLOMIERS	TOULOUSE	1	1
OCESN870405F0800847554	Gare de L'Isle-Jourdain (Gers) - Gare de Saint-Cyprien-Arènes	33	L'Isle-Jourdain (Gers)	Saint-Cyprien-Arènes	L'ISLE-JOURDAIN (GERS)	SAINT-CYPRIEN-ARÈNES	0	0
OCESN870500F0200247569	Gare de Colomiers - Gare de Saint-Cyprien-Arènes	13	Colomiers	Saint-Cyprien-Arènes	COLOMIERS	SAINT-CYPRIEN-ARÈNES	1	0
OCESN870604F0300347622	Gare de Carcassonne - Gare de Toulouse-Matabiau	74	Carcassonne	Toulouse-Matabiau	CARCASSONNE	TOULOUSE	1	1
